event_time,device,latency_ms,packet_loss_pct,throughput_mbps
2026-09-05 15:02:30,ROUTER-05,31.64,0.72,651.78
2026-09-05 15:03:00,ROUTER-04,46.86,0.64,512.54
2026-09-05 15:03:30,ROUTER-03,37.24,0.13,581.88
2026-09-05 15:04:00,ROUTER-01,41.29,0.76,514.02
2026-09-05 15:04:30,ROUTER-03,58.83,0.77,393.06
2026-09-05 15:05:00,ROUTER-03,465.56,15.7,53.94
2026-09-05 15:05:30,ROUTER-05,55.92,0.51,510.55
2026-09-05 15:06:00,ROUTER-04,32.06,0.7,463.64
2026-09-05 15:06:30,ROUTER-02,56.67,0.44,482.51
2026-09-05 15:07:00,ROUTER-04,67.95,0.82,492.69
2026-09-05 15:07:30,ROUTER-04,40.85,1.21,493.53
2026-09-05 15:08:00,ROUTER-03,47.99,0.26,504.18
2026-09-05 15:08:30,ROUTER-04,50.22,0.09,415.15
2026-09-05 15:09:00,ROUTER-01,38.23,0.59,442.64
2026-09-05 15:09:30,ROUTER-03,59.72,0.72,397.23
2026-09-05 15:10:00,ROUTER-01,48.19,0.43,578.23
2026-09-05 15:10:30,ROUTER-02,56.29,0.94,331.55
2026-09-05 15:11:00,ROUTER-03,36.69,0.1,592.29
2026-09-05 15:11:30,ROUTER-02,43.44,0.71,610.91
2026-09-05 15:12:00,ROUTER-03,60.84,0.32,475.83
2026-09-05 15:12:30,ROUTER-05,44.41,1.02,291.75
2026-09-05 15:13:00,ROUTER-04,75.9,1.1,471.1
2026-09-05 15:13:30,ROUTER-05,44.01,0.27,494.87
2026-09-05 15:14:00,ROUTER-02,53.37,0.34,419.15
2026-09-05 15:14:30,ROUTER-04,63.99,0.76,458.78
2026-09-05 15:15:00,ROUTER-03,28.72,0.38,622.42
2026-09-05 15:15:30,ROUTER-04,23.59,0.49,553.19
2026-09-05 15:16:00,ROUTER-01,27.12,0.51,426.03
2026-09-05 15:16:30,ROUTER-04,68.94,0.0,372.19
2026-09-05 15:17:00,ROUTER-01,41.72,0.5,473.84
2026-09-05 15:17:30,ROUTER-04,88.37,0.29,482.92
2026-09-05 15:18:00,ROUTER-01,41.54,0.35,539.7
2026-09-05 15:18:30,ROUTER-02,52.77,0.93,457.17
2026-09-05 15:19:00,ROUTER-05,73.13,0.12,540.92
2026-09-05 15:19:30,ROUTER-03,80.09,0.74,654.81
2026-09-05 15:20:00,ROUTER-04,80.92,0.42,565.24
2026-09-05 15:20:30,ROUTER-05,68.13,0.42,496.15
2026-09-05 15:21:00,ROUTER-03,65.36,0.74,485.35
2026-09-05 15:21:30,ROUTER-03,58.89,0.6,471.47
2026-09-05 15:22:00,ROUTER-01,61.68,0.67,594.45
2026-09-05 15:22:30,ROUTER-02,41.73,0.79,449.81
2026-09-05 15:23:00,ROUTER-02,37.73,0.4,503.62
2026-09-05 15:23:30,ROUTER-05,49.95,0.32,504.1
2026-09-05 15:24:00,ROUTER-02,47.45,0.17,459.86
2026-09-05 15:24:30,ROUTER-04,43.2,0.25,390.2
2026-09-05 15:25:00,ROUTER-02,60.45,1.38,525.84
2026-09-05 15:25:30,ROUTER-05,64.33,0.87,495.12
2026-09-05 15:26:00,ROUTER-02,51.33,0.09,540.02
2026-09-05 15:26:30,ROUTER-04,72.16,0.1,457.31
2026-09-05 15:27:00,ROUTER-01,32.87,0.64,597.67
2026-09-05 15:27:30,ROUTER-05,47.1,0.66,429.86
2026-09-05 15:28:00,ROUTER-01,39.25,0.66,636.96
2026-09-05 15:28:30,ROUTER-01,22.0,0.42,360.19
2026-09-05 15:29:00,ROUTER-01,48.76,0.46,534.78
2026-09-05 15:29:30,ROUTER-03,48.17,0.6,538.03
2026-09-05 15:30:00,ROUTER-03,72.7,0.53,436.36
2026-09-05 15:30:30,ROUTER-01,326.39,5.21,68.2
2026-09-05 15:31:00,ROUTER-05,34.64,0.43,602.36
2026-09-05 15:31:30,ROUTER-04,77.81,0.24,322.65
2026-09-05 15:32:00,ROUTER-04,68.32,0.55,540.22
2026-09-05 15:32:30,ROUTER-02,58.73,1.4,300.54
2026-09-05 15:33:00,ROUTER-05,46.6,0.61,422.75
2026-09-05 15:33:30,ROUTER-03,35.61,0.41,630.33
2026-09-05 15:34:00,ROUTER-01,44.42,0.78,453.46
2026-09-05 15:34:30,ROUTER-02,66.33,0.64,406.09
2026-09-05 15:35:00,ROUTER-04,78.27,0.63,484.16
2026-09-05 15:35:30,ROUTER-03,73.15,0.68,665.43
2026-09-05 15:36:00,ROUTER-03,42.67,1.12,353.47
2026-09-05 15:36:30,ROUTER-01,33.21,0.16,415.9
2026-09-05 15:37:00,ROUTER-04,52.11,0.64,619.79
2026-09-05 15:37:30,ROUTER-05,23.47,0.22,648.62
2026-09-05 15:38:00,ROUTER-03,54.85,0.67,491.73
2026-09-05 15:38:30,ROUTER-01,47.79,0.22,400.88
2026-09-05 15:39:00,ROUTER-05,43.01,0.37,667.67
2026-09-05 15:39:30,ROUTER-04,26.08,0.41,627.56
2026-09-05 15:40:00,ROUTER-03,57.7,0.79,554.32
2026-09-05 15:40:30,ROUTER-05,307.1,20.27,128.11
2026-09-05 15:41:00,ROUTER-05,32.45,0.13,496.08
2026-09-05 15:41:30,ROUTER-05,6.92,0.52,487.17
2026-09-05 15:42:00,ROUTER-03,49.59,0.29,526.47
2026-09-05 15:42:30,ROUTER-03,76.58,0.12,616.08
2026-09-05 15:43:00,ROUTER-02,74.92,0.43,570.35
2026-09-05 15:43:30,ROUTER-04,43.14,0.41,413.81
2026-09-05 15:44:00,ROUTER-01,40.97,1.23,610.12
2026-09-05 15:44:30,ROUTER-05,57.03,0.63,525.05
2026-09-05 15:45:00,ROUTER-02,268.98,14.14,170.0
2026-09-05 15:45:30,ROUTER-01,54.53,0.33,617.32
2026-09-05 15:46:00,ROUTER-02,61.49,0.81,411.07
2026-09-05 15:46:30,ROUTER-03,68.4,1.13,497.13
2026-09-05 15:47:00,ROUTER-05,48.5,0.02,457.48
2026-09-05 15:47:30,ROUTER-01,46.94,0.0,374.57
2026-09-05 15:48:00,ROUTER-01,36.83,1.06,527.74
2026-09-05 15:48:30,ROUTER-01,37.6,0.62,700.92
2026-09-05 15:49:00,ROUTER-01,46.6,0.24,352.79
2026-09-05 15:49:30,ROUTER-01,55.51,0.66,497.42
2026-09-05 15:50:00,ROUTER-02,63.7,0.0,551.24
2026-09-05 15:50:30,ROUTER-05,37.95,0.5,509.85
2026-09-05 15:51:00,ROUTER-03,72.39,0.6,490.95
2026-09-05 15:51:30,ROUTER-03,45.93,0.78,396.06
2026-09-05 15:52:00,ROUTER-03,49.68,0.2,518.62
2026-09-05 15:52:30,ROUTER-03,38.79,0.53,439.46
2026-09-05 15:53:00,ROUTER-02,13.64,0.22,324.81
2026-09-05 15:53:30,ROUTER-04,63.26,0.58,595.57
2026-09-05 15:54:00,ROUTER-05,61.05,0.23,576.67
2026-09-05 15:54:30,ROUTER-01,45.78,0.38,504.13
2026-09-05 15:55:00,ROUTER-04,51.0,0.2,518.33
2026-09-05 15:55:30,ROUTER-03,57.74,0.7,585.95
2026-09-05 15:56:00,ROUTER-04,26.56,0.76,517.95
2026-09-05 15:56:30,ROUTER-05,42.06,0.43,572.32
2026-09-05 15:57:00,ROUTER-01,61.91,0.51,476.2
2026-09-05 15:57:30,ROUTER-01,31.19,0.07,604.96
2026-09-05 15:58:00,ROUTER-05,54.4,0.41,525.66
2026-09-05 15:58:30,ROUTER-05,29.65,0.48,515.52
2026-09-05 15:59:00,ROUTER-03,57.0,1.29,398.4
2026-09-05 15:59:30,ROUTER-01,49.47,0.17,522.96
2026-09-05 16:00:00,ROUTER-04,25.77,0.94,433.44
2026-09-05 16:00:30,ROUTER-02,67.47,0.8,448.94
2026-09-05 16:01:00,ROUTER-02,38.98,0.58,434.77
2026-09-05 16:01:30,ROUTER-05,37.85,1.03,414.7
2026-09-05 16:02:00,ROUTER-03,53.01,0.61,669.98
2026-09-05 16:02:30,ROUTER-02,67.23,0.62,606.51
2026-09-05 16:03:00,ROUTER-01,34.76,0.48,653.63
2026-09-05 16:03:30,ROUTER-05,50.93,0.87,402.17
2026-09-05 16:04:00,ROUTER-04,56.43,0.83,505.7
2026-09-05 16:04:30,ROUTER-05,60.4,0.31,396.52
2026-09-05 16:05:00,ROUTER-04,52.65,0.1,444.34
2026-09-05 16:05:30,ROUTER-05,44.49,0.44,426.55
2026-09-05 16:06:00,ROUTER-05,37.59,0.26,599.17
2026-09-05 16:06:30,ROUTER-05,51.29,0.48,468.3
2026-09-05 16:07:00,ROUTER-04,33.92,0.87,585.47
2026-09-05 16:07:30,ROUTER-04,6.18,0.36,548.33
2026-09-05 16:08:00,ROUTER-05,56.55,0.49,684.29
2026-09-05 16:08:30,ROUTER-02,63.56,0.52,381.64
2026-09-05 16:09:00,ROUTER-03,14.56,0.75,600.74
2026-09-05 16:09:30,ROUTER-03,34.85,0.0,591.72
2026-09-05 16:10:00,ROUTER-03,59.29,0.32,422.13
2026-09-05 16:10:30,ROUTER-04,80.86,0.56,580.57
2026-09-05 16:11:00,ROUTER-04,50.31,0.86,526.89
2026-09-05 16:11:30,ROUTER-02,39.08,0.35,481.8
2026-09-05 16:12:00,ROUTER-03,47.26,0.0,434.09
2026-09-05 16:12:30,ROUTER-03,70.62,0.69,442.47
2026-09-05 16:13:00,ROUTER-05,40.31,0.31,663.98
2026-09-05 16:13:30,ROUTER-04,38.01,0.14,500.05
2026-09-05 16:14:00,ROUTER-03,42.76,0.31,562.57
2026-09-05 16:14:30,ROUTER-02,35.7,0.44,436.73
2026-09-05 16:15:00,ROUTER-02,51.84,0.32,437.61
2026-09-05 16:15:30,ROUTER-03,74.37,0.0,586.56
2026-09-05 16:16:00,ROUTER-04,54.85,0.77,392.03
2026-09-05 16:16:30,ROUTER-02,46.21,0.88,466.78
2026-09-05 16:17:00,ROUTER-05,45.62,0.7,502.72
2026-09-05 16:17:30,ROUTER-02,26.55,0.16,508.91
2026-09-05 16:18:00,ROUTER-01,63.25,0.44,485.67
2026-09-05 16:18:30,ROUTER-01,48.83,0.5,531.67
2026-09-05 16:19:00,ROUTER-04,47.29,0.68,555.43
2026-09-05 16:19:30,ROUTER-03,97.9,0.7,558.77
